disposition,period,duration,transit_depth,planet_radius,star_temp,star_radius,model_snr,fp_flag_nt,fp_flag_ss,fp_flag_co,fp_flag_ec,source_kepler,source_tess
1,7.45,2.61,0.0681,2.86,5183.84,0.781501,30.5,0.0,0.0,0.0,0.0,False,False
1,3.225423,3.3823499999999997,540.0,1.88203097,4681.0,0.667422,30.5,0.0,0.0,0.0,0.0,False,False
1,3.225369,2.0664,0.0726,1.593,5699.0,0.582,30.5,0.0,0.0,0.0,0.0,False,False
1,3.2253993,2.017,540.0,1.73,4491.0,0.682,30.5,0.0,0.0,0.0,0.0,False,False
1,3.225349,2.04,540.0,1.9,5699.0,0.7,30.5,0.0,0.0,0.0,0.0,False,False
1,3.225,1.82688,0.058,2.86,4550.0,0.701485,30.5,0.0,0.0,0.0,0.0,False,False
1,3.225338,3.3823499999999997,540.0,1.87,4648.0,0.68,30.5,0.0,0.0,0.0,0.0,False,False
1,6.5886877,3.0241239,0.21167297,3.17053923,4550.0,0.701485,30.5,0.0,0.0,0.0,0.0,False,False
1,3.225286,3.3823499999999997,540.0,1.74,4507.0,0.68,30.5,0.0,0.0,0.0,0.0,False,False
1,7.3744897,2.452,540.0,2.85,4491.0,0.682,30.5,0.0,0.0,0.0,0.0,False,False
1,7.374497,3.3823499999999997,540.0,2.83685639,4681.0,0.667422,30.5,0.0,0.0,0.0,0.0,False,False
1,7.374,2.316,0.1431,2.86,4550.0,0.701485,30.5,0.0,0.0,0.0,0.0,False,False
1,7.37442,3.3823499999999997,540.0,2.67,4507.0,0.68,30.5,0.0,0.0,0.0,0.0,False,False
1,7.374689,2.4504,540.0,3.0,5699.0,0.7,30.5,0.0,0.0,0.0,0.0,False,False
1,7.37426,2.5728,0.1739,2.45,5699.0,0.582,30.5,0.0,0.0,0.0,0.0,False,False
1,7.374694,3.3823499999999997,540.0,2.78,4648.0,0.68,30.5,0.0,0.0,0.0,0.0,False,False
1,7.3744828,3.3823499999999997,540.0,2.86,4681.0,0.667422,30.5,0.0,0.0,0.0,0.0,False,False
1,2.849883,3.3823499999999997,540.0,1.3643987,5233.0,0.791736,30.5,0.0,0.0,0.0,0.0,False,False
1,2.85,1.33008,0.025,2.86,5017.84,0.807647,30.5,0.0,0.0,0.0,0.0,False,False
1,2.85009,1.3416,0.0273,1.38,5699.0,0.8,30.5,0.0,0.0,0.0,0.0,False,False
1,1.059806,1.7496,0.02514,1.47,5699.0,0.92,30.5,0.0,0.0,0.0,0.0,False,False
1,1.05979,3.3823499999999997,540.0,1.40006712,5507.0,0.878161,30.5,0.0,0.0,0.0,0.0,False,False
1,22.779878,3.3823499999999997,540.0,3.28568401,5507.0,0.878161,30.5,0.0,0.0,0.0,0.0,False,False
1,22.7768,3.648,0.1252,3.39,5699.0,0.92,30.5,0.0,0.0,0.0,0.0,False,False
1,4700.0,3.3823499999999997,540.0,2.86,5699.0,0.987,30.5,0.0,0.0,0.0,0.0,False,False
1,4700.0,3.3823499999999997,540.0,2.86,5699.0,0.987,30.5,0.0,0.0,0.0,0.0,False,False
1,3.405164,3.3823499999999997,540.0,2.30165603,5491.0,0.910685,30.5,0.0,0.0,0.0,0.0,False,False
1,3.405087,2.0328,0.0579,2.31,5699.0,0.923,30.5,0.0,0.0,0.0,0.0,False,False
1,9.695101,3.3823499999999997,540.0,1.37068602,5000.0,0.762994,30.5,0.0,0.0,0.0,0.0,False,False
1,9.6897,3.552,0.0284,1.37,5699.0,0.776,30.5,0.0,0.0,0.0,0.0,False,False
1,9.6952,3.1032,0.023,1.26549392,5026.0,0.765,30.5,0.0,0.0,0.0,0.0,False,False
1,7.05647,4.464,0.0554,2.76,5699.0,1.09,30.5,0.0,0.0,0.0,0.0,False,False
1,7.055908,4.5696,0.0538,3.17214154,5783.0,1.253,30.5,0.0,0.0,0.0,0.0,False,False
1,7.055784,3.3823499999999997,540.0,3.04584393,5755.0,1.177665,30.5,0.0,0.0,0.0,0.0,False,False
1,26.682,6.048,0.0291,2.209,5699.0,1.197,30.5,0.0,0.0,0.0,0.0,False,False
1,26.672263,3.3823499999999997,540.0,1.99552771,5890.0,1.077574,30.5,0.0,0.0,0.0,0.0,False,False
1,18.294549,3.3823499999999997,540.0,2.79522879,5043.0,0.758046,30.5,0.0,0.0,0.0,0.0,False,False
1,12.4904,4.296,0.0904,3.59,5699.0,0.929,30.5,0.0,0.0,0.0,0.0,False,False
1,12.48749,3.3823499999999997,540.0,2.60585269,5522.0,0.928158,30.5,0.0,0.0,0.0,0.0,False,False
1,4.190948,3.3823499999999997,540.0,1.67866113,5582.0,0.862368,30.5,0.0,0.0,0.0,0.0,False,False
1,4.19097,1.944,0.0309,1.67462172,5500.0,0.872,30.5,0.0,0.0,0.0,0.0,False,False
1,4.19121,2.184,0.0365,1.75,5699.0,0.889,30.5,0.0,0.0,0.0,0.0,False,False
1,2.080615,3.3823499999999997,540.0,0.86850263,4720.0,0.712365,30.5,0.0,0.0,0.0,0.0,False,False
1,9.32414,2.305,540.0,1.59,4043.0,0.6,30.5,0.0,0.0,0.0,0.0,False,False
1,9.32448,2.5248,0.0809,1.7,5699.0,0.576,30.5,0.0,0.0,0.0,0.0,False,False
1,9.325038,3.3823499999999997,540.0,1.84,4222.06,0.646783,30.5,0.0,0.0,0.0,0.0,False,False
1,9.3251498,2.51,0.0821,1.89,4024.0,0.6,30.5,0.0,0.0,0.0,0.0,False,False
1,9.32389,2.372,540.0,1.25,4006.0,0.46,30.5,0.0,0.0,0.0,0.0,False,False
1,15.50192,3.3823499999999997,540.0,2.49,4222.06,0.646783,30.5,0.0,0.0,0.0,0.0,False,False
1,15.50195,2.3784,0.1294,2.17,5699.0,0.576,30.5,0.0,0.0,0.0,0.0,False,False
1,15.5012,2.296,540.0,1.92,4043.0,0.6,30.5,0.0,0.0,0.0,0.0,False,False
1,15.4941223,2.21,0.121,2.86,4047.0,0.654523,30.5,0.0,0.0,0.0,0.0,False,False
1,15.50116,2.333,540.0,1.53,4006.0,0.46,30.5,0.0,0.0,0.0,0.0,False,False
1,15.504102,2.27,0.12,2.29,4024.0,0.6,30.5,0.0,0.0,0.0,0.0,False,False
1,0.57023,3.3823499999999997,540.0,0.86,5500.0,0.89,30.5,0.0,0.0,0.0,0.0,False,False
1,0.570233,3.3823499999999997,540.0,0.81864346,5396.0,0.85179,30.5,0.0,0.0,0.0,0.0,False,False
1,0.669558,3.3823499999999997,540.0,1.37466396,5221.0,0.815727,30.5,0.0,0.0,0.0,0.0,False,False
1,0.669532,3.3823499999999997,540.0,1.3,5360.0,0.79,30.5,0.0,0.0,0.0,0.0,False,False
1,0.669561,1.2912,0.0222,1.33162691,5117.0,0.818,30.5,0.0,0.0,0.0,0.0,False,False
1,0.669573,1.3248,0.0278,1.44,5699.0,0.839,30.5,0.0,0.0,0.0,0.0,False,False
1,9.79546,2.6208,0.1603,2.57,5699.0,0.648,30.5,0.0,0.0,0.0,0.0,False,False
1,9.79551,3.3823499999999997,540.0,2.52,4272.0,0.65,30.5,0.0,0.0,0.0,0.0,False,False
1,9.79565352601,2.7073092,0.16337954,2.82375991,4147.0,0.706632,30.5,0.0,0.0,0.0,0.0,False,False
1,9.7954,3.3823499999999997,540.0,2.39257704,4349.0,0.598075,30.5,0.0,0.0,0.0,0.0,False,False
1,9.795647,3.3823499999999997,0.12797,2.65,4349.0,0.678,30.5,0.0,0.0,0.0,0.0,False,False
1,9.795546,2.5992,540.0,2.6,5699.0,0.67,30.5,0.0,0.0,0.0,0.0,False,False
1,8.13087,3.3823499999999997,540.0,1.51398464,5794.0,1.20424,30.5,0.0,0.0,0.0,0.0,False,False
1,8.596802,3.3823499999999997,540.0,2.43,5854.0,1.27,30.5,0.0,0.0,0.0,0.0,False,False
1,8.59656,3.3823499999999997,540.0,2.51,5875.0,1.236,30.5,0.0,0.0,0.0,0.0,False,False
1,8.59627,3.792,0.04,2.6,5699.0,1.251,30.5,0.0,0.0,0.0,0.0,False,False
1,8.596724,3.7296,540.0,2.5,5699.0,1.29,30.5,0.0,0.0,0.0,0.0,False,False
1,8.596531,3.3823499999999997,540.0,2.21567504,5768.0,1.123168,30.5,0.0,0.0,0.0,0.0,False,False
1,8.26947,2.232,0.0543,2.63,5699.0,1.0807,30.5,0.0,0.0,0.0,0.0,False,False
1,8.269648,3.3823499999999997,540.0,2.12381238,5704.0,0.974398,30.5,0.0,0.0,0.0,0.0,False,False
1,2.1748,1.84,540.0,1.75,4503.0,0.72,30.5,0.0,0.0,0.0,0.0,False,False
1,2.174789,3.3823499999999997,540.0,1.66,4495.0,0.699,30.5,0.0,0.0,0.0,0.0,False,False
1,2.174789,3.3823499999999997,540.0,1.67844825,4591.0,0.665648,30.5,0.0,0.0,0.0,0.0,False,False
1,2.1747824,1.654,0.056,1.79105,4542.0,0.71,30.5,0.0,0.0,0.0,0.0,False,False
1,2.174829,1.8552,0.062,1.63,5699.0,0.638,30.5,0.0,0.0,0.0,0.0,False,False
1,2.174769,1.8288,540.0,1.7,5699.0,0.71,30.5,0.0,0.0,0.0,0.0,False,False
1,2.174782,3.3823499999999997,540.0,1.63,4658.0,0.69,30.5,0.0,0.0,0.0,0.0,False,False
1,14.074524,3.3823499999999997,540.0,3.57854073,5967.0,1.333718,30.5,0.0,0.0,0.0,0.0,False,False
1,14.0721,5.688,0.0636,3.36,5699.0,1.278,30.5,0.0,0.0,0.0,0.0,False,False
1,8.68055,3.84,0.0598,2.79,5699.0,1.102,30.5,0.0,0.0,0.0,0.0,False,False
1,8.679885,3.3823499999999997,540.0,2.56948149,5757.0,1.008231,30.5,0.0,0.0,0.0,0.0,False,False
1,3.9009,3.408,0.01173,1.47,5699.0,1.321,30.5,0.0,0.0,0.0,0.0,False,False
1,3.901287,3.3823499999999997,540.0,1.34762583,5753.0,1.189232,30.5,0.0,0.0,0.0,0.0,False,False
1,6.66767,3.3823499999999997,540.0,1.43839723,5753.0,1.189232,30.5,0.0,0.0,0.0,0.0,False,False
1,6.6674,4.824,0.014,1.66,5699.0,1.321,30.5,0.0,0.0,0.0,0.0,False,False
1,11.137278,3.3823499999999997,540.0,2.57634456,5753.0,1.189232,30.5,0.0,0.0,0.0,0.0,False,False
1,11.13878,4.896,0.0419,2.84,5699.0,1.321,30.5,0.0,0.0,0.0,0.0,False,False
1,0.381078,3.3823499999999997,540.0,4.75,3879.18,0.581569,30.5,0.0,0.0,0.0,0.0,False,False
1,0.381078,0.8,540.0,2.5,3830.0,0.57,30.5,0.0,0.0,0.0,0.0,False,False
1,0.381073,3.3823499999999997,540.0,2.3,3879.0,0.58,30.5,0.0,0.0,0.0,0.0,False,False
1,0.3810654,0.5856,0.624,5.4,5699.0,0.64,30.5,0.0,0.0,0.0,0.0,False,False
1,0.381087,3.3823499999999997,540.0,4.31,3830.0,0.54,30.5,0.0,0.0,0.0,0.0,False,False
1,0.38107852,0.73,0.558,4.61,3892.0,0.57,30.5,0.0,0.0,0.0,0.0,False,False
1,1.143201,0.651,540.0,3.0,3865.0,0.382,30.5,0.0,0.0,0.0,0.0,False,False
1,13.683038,3.12,540.0,2.3,5699.0,0.99,30.5,0.0,0.0,0.0,0.0,False,False
1,13.68275,3.36,0.0537,2.62,5699.0,1.056,30.5,0.0,0.0,0.0,0.0,False,False
1,13.68186,3.3823499999999997,540.0,2.37,5612.0,1.026,30.5,0.0,0.0,0.0,0.0,False,False
1,13.682511,3.3823499999999997,540.0,2.21473364,5599.0,0.929546,30.5,0.0,0.0,0.0,0.0,False,False
1,13.683256,3.3823499999999997,540.0,2.39,5660.0,1.02,30.5,0.0,0.0,0.0,0.0,False,False
1,2.398982,2.5032,0.0312,1.98,5699.0,1.0711,30.5,0.0,0.0,0.0,0.0,False,False
1,2.399094,3.3823499999999997,540.0,1.67890272,5716.0,0.947599,30.5,0.0,0.0,0.0,0.0,False,False
1,15.386796,4.3896,540.0,2.1,5699.0,0.96,30.5,0.0,0.0,0.0,0.0,False,False
1,15.38857,3.3823499999999997,540.0,2.35,5942.0,1.115,30.5,0.0,0.0,0.0,0.0,False,False
1,15.3863,3.3823499999999997,540.0,2.41,5961.0,1.093,30.5,0.0,0.0,0.0,0.0,False,False
1,15.3886606556,4.3300643,0.04071051,2.53826377,6101.0,1.0623,30.5,0.0,0.0,0.0,0.0,False,False
1,15.387063,3.3823499999999997,540.0,2.39,6058.0,1.09,30.5,0.0,0.0,0.0,0.0,False,False
1,15.388825,3.3823499999999997,540.0,2.22325951,5934.0,1.040375,30.5,0.0,0.0,0.0,0.0,False,False
1,0.50557,3.3823499999999997,540.0,0.90973766,5859.0,1.013236,30.5,0.0,0.0,0.0,0.0,False,False
1,0.50557,3.3823499999999997,540.0,0.89,5859.0,1.0,30.5,0.0,0.0,0.0,0.0,False,False
1,0.50565,0.9,0.01,0.89,5835.0,0.99,30.5,0.0,0.0,0.0,0.0,False,False
1,4.56327,2.8,0.02,1.57,5835.0,0.99,30.5,0.0,0.0,0.0,0.0,False,False
1,4.564169,3.3823499999999997,540.0,1.6195921,5859.0,1.013236,30.5,0.0,0.0,0.0,0.0,False,False
1,4.562546,3.3823499999999997,540.0,1.5,5859.0,1.0,30.5,0.0,0.0,0.0,0.0,False,False
1,4.478591,3.3823499999999997,540.0,1.66378993,5614.0,0.839998,30.5,0.0,0.0,0.0,0.0,False,False
1,4.47904,2.4,0.0327,1.56,5620.0,0.84,30.5,0.0,0.0,0.0,0.0,False,False
1,10.09607,3.3823499999999997,540.0,2.5054075,5699.0,0.987,30.5,0.0,0.0,0.0,0.0,False,False
1,10.09489,3.6,0.05928,2.41,5620.0,0.84,30.5,0.0,0.0,0.0,0.0,False,False
1,15.8723,6.192,0.0377,3.60929179,5520.0,1.7,30.5,0.0,0.0,0.0,0.0,False,False
1,15.871455,3.3823499999999997,540.0,2.66099554,5733.0,1.209303,30.5,0.0,0.0,0.0,0.0,False,False
1,15.87209,4.6,0.034,3.49,5742.0,1.7,30.5,0.0,0.0,0.0,0.0,False,False
1,3.27109,2.3232,0.0252,1.53899305,5288.0,0.889,30.5,0.0,0.0,0.0,0.0,False,False
1,3.27108,2.4,0.027,1.54,5424.0,0.91,30.5,0.0,0.0,0.0,0.0,False,False
1,3.271106,3.3823499999999997,540.0,1.48696454,5397.0,0.82447,30.5,0.0,0.0,0.0,0.0,False,False
1,13.621832,3.3823499999999997,540.0,1.66551298,5673.0,0.890666,30.5,0.0,0.0,0.0,0.0,False,False
1,2.69828,1.5,0.02587,1.21,4715.0,0.65,30.5,0.0,0.0,0.0,0.0,False,False
1,2.698368,3.3823499999999997,540.0,1.38434336,4764.0,0.699017,30.5,0.0,0.0,0.0,0.0,False,False
1,0.584,3.3823499999999997,540.0,1.197,5185.0,0.781,30.5,0.0,0.0,0.0,0.0,False,False
1,0.58426,1.5,0.01625,1.14,5315.0,0.79,30.5,0.0,0.0,0.0,0.0,False,False
1,0.58424,3.3823499999999997,540.0,1.2547759,5231.0,0.801878,30.5,0.0,0.0,0.0,0.0,False,False
1,0.584216,3.3823499999999997,540.0,1.0,5315.0,0.79,30.5,0.0,0.0,0.0,0.0,False,False
1,0.584272,3.3823499999999997,540.0,1.26,5163.0,0.774,30.5,0.0,0.0,0.0,0.0,False,False
1,0.584249,3.3823499999999997,540.0,1.164,5185.0,0.793,30.5,0.0,0.0,0.0,0.0,False,False
1,8.32801,3.3823499999999997,540.0,2.16480482,5231.0,0.801878,30.5,0.0,0.0,0.0,0.0,False,False
1,8.3262,3.3823499999999997,540.0,2.04,5163.0,0.774,30.5,0.0,0.0,0.0,0.0,False,False
1,8.32834,3.3823499999999997,540.0,2.12,5185.0,0.793,30.5,0.0,0.0,0.0,0.0,False,False
1,8.32727,2.5,0.05325,2.03,5315.0,0.79,30.5,0.0,0.0,0.0,0.0,False,False
1,2.86041,2.6,0.02,1.96,5945.0,1.39,30.5,0.0,0.0,0.0,0.0,False,False
1,2.860636,3.3823499999999997,540.0,1.93420564,6002.0,1.181244,30.5,0.0,0.0,0.0,0.0,False,False
1,13.841901,2.94,540.0,2.5,5695.0,0.95,30.5,0.0,0.0,0.0,0.0,False,False
1,13.84457,2.952,0.0635,2.79,5699.0,1.0306,30.5,0.0,0.0,0.0,0.0,False,False
1,11.168454,3.3823499999999997,540.0,11.209,6154.0,1.161,30.5,0.0,0.0,0.0,0.0,False,False
1,11.168459,5.03016,0.7764,11.859122,5888.0,1.233,30.5,0.0,0.0,0.0,0.0,False,False
1,11.16844233,3.3823499999999997,540.0,2.86,6154.0,1.161,30.5,0.0,0.0,0.0,0.0,False,False
1,11.1684037,5.354,0.966,12.77,5981.0,1.22,30.5,0.0,0.0,0.0,0.0,False,False
1,2.467583,1.882,540.0,1.315,4796.0,0.71,30.5,0.0,0.0,0.0,0.0,False,False
1,2.46746,1.969,540.0,1.398,4950.0,0.745,30.5,0.0,0.0,0.0,0.0,False,False
1,2.4675,1.988,540.0,1.343,5033.0,0.71,30.5,0.0,0.0,0.0,0.0,False,False
1,7.06024,2.687,540.0,1.272,4796.0,0.71,30.5,0.0,0.0,0.0,0.0,False,False
1,7.06005,2.796,540.0,1.281,5033.0,0.71,30.5,0.0,0.0,0.0,0.0,False,False
1,7.06142,2.65,540.0,1.335,4950.0,0.745,30.5,0.0,0.0,0.0,0.0,False,False
1,24.3681,3.791,540.0,2.363,4796.0,0.71,30.5,0.0,0.0,0.0,0.0,False,False
1,24.3662,3.808,540.0,2.64,4950.0,0.745,30.5,0.0,0.0,0.0,0.0,False,False
1,24.36543,3.3823499999999997,540.0,2.86,4950.0,0.745,30.5,0.0,0.0,0.0,0.0,False,False
1,24.3645,3.838,540.0,2.358,5033.0,0.71,30.5,0.0,0.0,0.0,0.0,False,False
1,2.1805338,3.3823499999999997,540.0,2.86,5699.0,0.987,30.5,0.0,0.0,0.0,0.0,False,False
1,2.18052771326,2.969175,1.63401353,16.80885305,6599.0,1.27146,30.5,0.0,0.0,0.0,0.0,False,False
1,2.18056,3.3823499999999997,540.0,18.49485,6257.0,1.43,30.5,0.0,0.0,0.0,0.0,False,False
1,2.18053539,2.9278,1.385,16.19697711,6360.0,1.261,30.5,0.0,0.0,0.0,0.0,False,False
1,2.1805577,3.0024,540.0,18.405178,6099.0,1.38,30.5,0.0,0.0,0.0,0.0,False,False
1,2.1805577,3.3823499999999997,540.0,2.86,6099.0,1.38,30.5,0.0,0.0,0.0,0.0,False,False
1,2.18053332,2.92728,1.416,16.06246934,6180.0,1.236,30.5,0.0,0.0,0.0,0.0,False,False
1,2.18053435,3.3823499999999997,540.0,2.86,6257.0,1.43,30.5,0.0,0.0,0.0,0.0,False,False
1,2.180533,3.3823499999999997,540.0,2.86,6257.0,1.43,30.5,0.0,0.0,0.0,0.0,False,False
1,3.2046909,3.3823499999999997,540.0,2.86,5630.0,1.59,30.5,0.0,0.0,0.0,0.0,False,False
1,3.2047072,3.331,0.7448,2.86,5342.0,0.987,30.5,0.0,0.0,0.0,0.0,False,False
1,3.20466,3.3823499999999997,540.0,14.5717,5630.0,1.59,30.5,0.0,0.0,0.0,0.0,False,False
1,5.24,1.4664,0.067,1.1,3420.0,0.36,30.5,0.0,0.0,0.0,0.0,False,False
1,7.775,1.248,0.058,1.0,3420.0,0.36,30.5,0.0,0.0,0.0,0.0,False,False
1,10.115,1.8384,0.065,1.1,3420.0,0.36,30.5,0.0,0.0,0.0,0.0,False,False
1,20.88977,3.3823499999999997,540.0,5.4,5625.0,1.16,30.5,0.0,0.0,0.0,0.0,False,False
1,20.885016,3.3823499999999997,540.0,5.25597181,5744.0,1.068173,30.5,0.0,0.0,0.0,0.0,False,False
1,20.885075,5.59,0.231,4.05,5071.0,0.77,30.5,0.0,0.0,0.0,0.0,False,False
1,20.88526,5.498,540.0,7.07,5717.0,1.51,30.5,0.0,0.0,0.0,0.0,False,False
1,20.8851,5.48,540.0,5.68,5743.0,1.21,30.5,0.0,0.0,0.0,0.0,False,False
1,20.8851,3.3823499999999997,540.0,5.68,5743.0,1.21,30.5,0.0,0.0,0.0,0.0,False,False
1,20.88977,3.3823499999999997,540.0,5.4,5625.0,1.16,30.5,0.0,0.0,0.0,0.0,False,False
1,20.88508,5.881,540.0,5.83,5743.0,1.21,30.5,0.0,0.0,0.0,0.0,False,False
1,20.88506,5.4744,0.2213,5.94,5699.0,1.249,30.5,0.0,0.0,0.0,0.0,False,False
1,42.36342,7.058,540.0,8.1,5743.0,1.21,30.5,0.0,0.0,0.0,0.0,False,False
1,42.3633,3.3823499999999997,540.0,7.82,5743.0,1.21,30.5,0.0,0.0,0.0,0.0,False,False
1,42.3633,6.47,540.0,7.82,5743.0,1.21,30.5,0.0,0.0,0.0,0.0,False,False
1,42.363493,6.69,0.44,5.59,5071.0,0.77,30.5,0.0,0.0,0.0,0.0,False,False
1,42.363982,3.3823499999999997,540.0,7.1178989,5744.0,1.068173,30.5,0.0,0.0,0.0,0.0,False,False
1,6.5886877,6.408,0.4372,8.24,5699.0,1.249,30.5,0.0,0.0,0.0,0.0,False,False
1,42.3391,3.3823499999999997,540.0,7.5,5625.0,1.16,30.5,0.0,0.0,0.0,0.0,False,False
1,42.3391,3.3823499999999997,540.0,7.5,5625.0,1.16,30.5,0.0,0.0,0.0,0.0,False,False
1,42.36301,6.498,540.0,9.8,5717.0,1.51,30.5,0.0,0.0,0.0,0.0,False,False
1,6.034,2.1528,0.131,2.0,3810.0,0.54,30.5,0.0,0.0,0.0,0.0,False,False
1,20.523,3.192,0.098,1.8,3810.0,0.54,30.5,0.0,0.0,0.0,0.0,False,False
1,26.8199,4.1,0.09,2.55,5262.0,0.75,30.5,0.0,0.0,0.0,0.0,False,False
1,6.51389,2.0,0.624,2.54,3459.0,0.37,30.5,0.0,0.0,0.0,0.0,False,False
1,11.54182,3.7,0.016,2.17,6570.0,1.39,30.5,0.0,0.0,0.0,0.0,False,False
1,24.94598,5.2,0.019,2.01,6570.0,1.39,30.5,0.0,0.0,0.0,0.0,False,False
1,21.070201,3.3823499999999997,540.0,1.65007129,5728.0,0.890903,30.5,0.0,0.0,0.0,0.0,False,False
1,21.06884,3.9,0.03,1.75,5677.0,0.92,30.5,0.0,0.0,0.0,0.0,False,False
1,11.89376,3.3823499999999997,540.0,2.67,5942.0,0.956,30.5,0.0,0.0,0.0,0.0,False,False
1,11.89307,4.2,0.107,4.34,5793.0,1.25,30.5,0.0,0.0,0.0,0.0,False,False
1,5.76918,3.4,0.134,3.49,5610.0,0.94,30.5,0.0,0.0,0.0,0.0,False,False
1,2.25021,1.2,0.1,2.12,4667.0,0.69,30.5,0.0,0.0,0.0,0.0,False,False
1,6.49424,1.7,0.11,2.19,4667.0,0.69,30.5,0.0,0.0,0.0,0.0,False,False
1,7.17256,2.8,0.07,2.57,5528.0,0.92,30.5,0.0,0.0,0.0,0.0,False,False
1,12.409,5.9,0.024,2.79,6504.0,1.57,30.5,0.0,0.0,0.0,0.0,False,False
1,3.48456248,3.3823499999999997,540.0,2.86,3180.0,0.295,30.5,0.0,0.0,0.0,0.0,False,False
1,3.4845627,3.3823499999999997,540.0,2.86,3180.0,0.295,30.5,0.0,0.0,0.0,0.0,False,False
1,3.484552,0.79,540.0,3.43,3180.0,0.295,30.5,0.0,0.0,0.0,0.0,False,False
1,3.48456408,0.7637,1.155,3.44,3207.0,0.2932,30.5,0.0,0.0,0.0,0.0,False,False
1,3.48455432425,0.9158601,1.37055318,4.20831932,3204.0,0.290216,30.5,0.0,0.0,0.0,0.0,False,False
1,3.4843,3.3823499999999997,0.66,2.86,3204.0,0.290216,30.5,0.0,0.0,0.0,0.0,False,False
1,4.01392,2.3664,0.097,2.71257333,5003.0,0.797,30.5,0.0,0.0,0.0,0.0,False,False
1,4.01457,2.4,0.102,2.44,5172.0,0.81,30.5,0.0,0.0,0.0,0.0,False,False
1,9.30075,2.7,0.214,2.35,3717.0,0.49,30.5,0.0,0.0,0.0,0.0,False,False
1,13.81513,3.6,0.036,1.74,5152.0,0.82,30.5,0.0,0.0,0.0,0.0,False,False
1,4.00357732994,2.0958153,1.42738513,12.96278785,5318.0,1.08492,30.5,0.0,0.0,0.0,0.0,False,False
1,4.00167,2.1,1.259,12.67,6027.0,1.1,30.5,0.0,0.0,0.0,0.0,False,False
1,4.09639,1.6,0.052,1.63,4629.0,0.67,30.5,0.0,0.0,0.0,0.0,False,False
1,12.11839,2.4,0.12,2.19,4629.0,0.67,30.5,0.0,0.0,0.0,0.0,False,False
1,1.96417,1.1,0.183,2.9,4676.0,0.69,30.5,0.0,0.0,0.0,0.0,False,False
1,1.60588,1.3,0.034,0.83,3725.0,0.5,30.5,0.0,0.0,0.0,0.0,False,False
1,19.0921,6.0,0.049,3.0,6351.0,1.31,30.5,0.0,0.0,0.0,0.0,False,False
1,15.48043,4.2,0.037,2.32,6059.0,1.13,30.5,0.0,0.0,0.0,0.0,False,False
1,15.482399,3.3823499999999997,540.0,2.09663798,5928.0,1.077775,30.5,0.0,0.0,0.0,0.0,False,False
1,14.5662,4.75,540.0,2.58,3769.0,0.51,30.5,0.0,0.0,0.0,0.0,False,False
1,6.5886877,5.1289452,0.34078487,3.55068952,3683.0,0.515263,30.5,0.0,0.0,0.0,0.0,False,False
1,14.56594,4.704,0.2589,2.86,3683.0,0.515263,30.5,0.0,0.0,0.0,0.0,False,False
1,14.568101,3.3823499999999997,540.0,2.47,5699.0,0.52,30.5,0.0,0.0,0.0,0.0,False,False
1,14.5665,4.73,540.0,2.67,3785.0,0.52,30.5,0.0,0.0,0.0,0.0,False,False
1,14.567025,4.66,0.255,2.79,3731.0,0.51,30.5,0.0,0.0,0.0,0.0,False,False
1,2.62669768,3.3823499999999997,540.0,2.86,6367.0,1.69,30.5,0.0,0.0,0.0,0.0,False,False
1,2.6266658,3.3823499999999997,540.0,2.86,6367.0,1.69,30.5,0.0,0.0,0.0,0.0,False,False
1,2.6266657,4.1676,0.947,17.396368,6367.0,1.69,30.5,0.0,0.0,0.0,0.0,False,False
1,2.6266983,4.087,1.065,18.7969,6475.0,1.77,30.5,0.0,0.0,0.0,0.0,False,False
1,2.62669762,4.19904,0.925,18.41635529,6860.0,1.755,30.5,0.0,0.0,0.0,0.0,False,False
1,2.6266974,3.3823499999999997,540.0,2.86,6367.0,1.69,30.5,0.0,0.0,0.0,0.0,False,False
1,11.63395,3.3823499999999997,540.0,10.32,5478.0,1.679,30.5,0.0,0.0,0.0,0.0,False,False
1,11.63344,5.112,0.2801,9.52765,5537.0,1.65,30.5,0.0,0.0,0.0,0.0,False,False
1,11.633482,3.3823499999999997,540.0,2.86,5699.0,0.987,30.5,0.0,0.0,0.0,0.0,False,False
1,11.633478,5.138,0.2804,9.50521563,5503.0,1.641,30.5,0.0,0.0,0.0,0.0,False,False
1,11.633478,5.138,0.2814,9.52763359,5445.0,1.642,30.5,0.0,0.0,0.0,0.0,False,False
1,11.6334681,5.1288,0.2781,9.26982704,5490.0,1.663,30.5,0.0,0.0,0.0,0.0,False,False
1,11.6334758,3.3823499999999997,540.0,2.86,5537.0,1.65,30.5,0.0,0.0,0.0,0.0,False,False
1,11.6332127,5.081,0.348,10.264,5287.7,1.73,30.5,0.0,0.0,0.0,0.0,False,False
1,11.63345,3.3823499999999997,540.0,2.86,5537.0,1.65,30.5,0.0,0.0,0.0,0.0,False,False
1,11.63344,3.3823499999999997,540.0,9.52763359,5537.0,1.669,30.5,0.0,0.0,0.0,0.0,False,False
1,50.818947,3.4872,540.0,2.41,5368.0,0.85,30.5,0.0,0.0,0.0,0.0,False,False
1,50.818947,3.3823499999999997,540.0,2.41,5368.0,0.85,30.5,0.0,0.0,0.0,0.0,False,False
1,50.8213,3.408,0.0582,2.18,5699.0,0.879,30.5,0.0,0.0,0.0,0.0,False,False
